,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
3633,Bill McCarthy,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,X posts,"April 5, 2022",FALSE,FAKE,0
3634,Jeff Cercone,Pfizer paid “$2.8 million bribe payment” to the FDA for COVID-19 vaccine approval.,X posts,"April 5, 2022",FALSE,FAKE,0
3635,Bill McCarthy,"Says Barack Obama tweeted, “Has anyone checked to make sure Donald Trump doesn’t have a Russian birth certificate?”",Facebook posts,"April 5, 2022",FALSE,FAKE,0
3636,Samantha Putterman,Says New Zealand Prime Minister Jacinda Ardern said her country doesn’t have to deal with the “rage of older white men” because “we’ve never allowed Rupert Murdoch to set up a media outlet here.”,Instagram posts,"April 5, 2022",FALSE,FAKE,0
3637,Bill McCarthy,"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",Russian Ministry of Defense,"April 4, 2022",FALSE,FAKE,0
3638,Nusaiba Mizan,"""As compared to last year, Texas has about 15% more power generation capacity.""",Greg Abbott,"April 4, 2022",mostly-true,REAL,1
3639,Louis Jacobson,"The economy was ""dead in the water when we got here. Virtually no jobs created.""",Ron Klain,"April 4, 2022",barely-true,REAL,1
3640,Jon Greenberg,"According to the Census Bureau, “5 million more people voted than were registered to vote” in the 2020 election.",Mike Gibbons,"April 4, 2022",pants-fire,REAL,1
3641,Paul Specht,"“The House voted to cap insulin prices to $35/month, just $420 each year! Richard Hudson voted NO.”",Ben Clark,"April 4, 2022",FALSE,FAKE,0
3642,Sara Swann,"“Democrat’s New Plan: Tax billionaires to lower the deficit by $1 TRILLION and fund clean energy independence. Republican’s New Plan: Raise taxes on households earning less than $50,000 by an ADDITIONAL $4,500 after CUTTING taxes for the rich.”",Facebook posts,"April 4, 2022",barely-true,REAL,1
3643,Tom Kertscher,"Says Mike Gibbons said ""military service doesn't count as real work.""",Josh Mandel,"April 1, 2022",FALSE,FAKE,0
3644,D.L. Davis,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",Wisconsin Manufacturers and Commerce,"April 1, 2022",half-true,REAL,1
3645,Jill Terreri,"A baby’s immune system can’t handle antigens from vaccines, because new food must be introduced slowly to identify allergic reactions.",Facebook posts,"• April 1,",FALSE,FAKE,0
3646,Louis Jacobson,The Strategic Petroleum Reserve has “been mostly empty” for decades.,Donald Trump,"April 1, 2022",FALSE,FAKE,0
3647,Analisa Trofimuk,“An extra 2 whole months and 15 days. That’s how long it takes for white women to make the same amount men made in the same job last year. And it's even worse for women of color.”,Tammy Duckworth,"April 1, 2022",barely-true,REAL,1
3648,Monique Curet,"Pfizer staged the Will Smith and Chris Rock confrontation at the Academy Awards because it ""has a new alopecia medication coming out.""",Facebook posts,"March 31, 2022",FALSE,FAKE,0
3649,Monique Curet,"Germany imposes a 19% tax on feminine hygiene products but a 7% tax on books, so one company is packaging tampons as books.",Facebook posts,"March 31, 2022",barely-true,REAL,1
3650,Jeff Cercone,The Biden administration is attempting “to criminalize free speech.”,Sarah Palin,"March 31, 2022",FALSE,FAKE,0
3651,Jon Greenberg,"“You go to a store, they don’t have bread.”",Donald Trump,"March 30, 2022",FALSE,FAKE,0
3652,Monique Curet,"""Alopecia isn't a medical disease; it's an aesthetic one.""",Facebook posts,"March 30, 2022",barely-true,REAL,1
3653,Ciara O'Rourke,Joe Biden didn’t sign an antilynching bill in a ceremony outside the White House on March 29.,Facebook posts,"March 30, 2022",FALSE,FAKE,0
3654,Yacob Reyes,“A Florida court sets atheist holy day” on April 1.,Facebook posts,"March 30, 2022",pants-fire,REAL,1
3655,Gabrielle Settles,A video shows crowds shouting profanity at Joe Biden.,Facebook posts,"March 30, 2022",FALSE,FAKE,0
3656,Eleanor Hildebrandt,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",Joni Ernst,"March 30, 2022",half-true,REAL,1
3657,Monique Curet,"""JUST IN: The Vatican has invited Chelsea Clinton, Dr. Fauci, New Age figure Deepak Chopra and the CEOs of Moderna and Pfizer to speak at a May conference focusing on 'health' and the 'soul.'""",Facebook posts,"March 29, 2022",half-true,REAL,1
3658,Samantha Putterman,"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space. His name was stripped ‘in light of current events.’”",Facebook posts,"March 29, 2022",barely-true,REAL,1
3659,Paul Specht,“Pat McCrory appointed the ‘Republican’ judge who sided with Democrats in the partisan Democrat lawsuit/power-grab over redistricting.”,Ted Budd,"March 29, 2022",barely-true,REAL,1
3660,Yacob Reyes,"Says Chris Rock apologized after 94th Academy Awards, saying, “Last night I crossed a line that I shouldn’t have and paid the enormous price of my reputation as a renown comedian.”",Facebook posts,"March 29, 2022",FALSE,FAKE,0
3661,Elizabeth Egan,“New York state has already lost 99% of its historic freshwater wetlands.”,Sean Ryan,"March 29, 2022",barely-true,REAL,1
3662,Amy Sherman,The 2021 Georgia Senate runoff and the 2020 presidential election “were stolen.”,David Perdue,"March 29, 2022",pants-fire,REAL,1
3663,Jeff Cercone,“Amy Coney Barrett overturned a $6.7M verdict after a prison guard repeatedly raped a 19-year-old inmate who was 8 months pregnant.”,Facebook posts,"March 29, 2022",half-true,REAL,1
3664,Sara Swann,"In 1975, then-U.S. Sen. Joe Biden opposed efforts by President Gerald Ford to aid South Vietnam and evacuate refugees.",Facebook posts,"March 29, 2022",barely-true,REAL,1
3665,Gabrielle Settles,Putin beheaded bioweapon engineers in Ukraine.,Facebook posts,"March 29, 2022",pants-fire,REAL,1
3666,Ciara O'Rourke,Twitter suspended a swimmer for tweeting about Lia Thomas.,Viral image,"March 29, 2022",FALSE,FAKE,0
3667,Tom Kertscher,"""David McCormick fired Pennsylvanians and bragged about shipping their jobs to Asia.""",Mehmet Oz,"March 29, 2022",barely-true,REAL,1
3668,Warren Fiske,Ketanji Brown Jackson “believes in abortion on demand up to the moment of birth.”,Bob Good,"March 29, 2022",pants-fire,REAL,1
3669,Ciara O'Rourke,Photo shows Nicole Kidman reacting to Will Smith slapping Chris Rock.,Viral image,"March 29, 2022",FALSE,FAKE,0
3670,Ciara O'Rourke,Photos show celebrities reacting to Will Smith slapping Chris Rock.,Viral image,"March 29, 2022",FALSE,FAKE,0
3671,Ciara O'Rourke,Foo Fighters drummer Taylor Hawkins died from a COVID-19 vaccine.,Facebook posts,"March 29, 2022",FALSE,FAKE,0
3672,Ciara O'Rourke,Will Smith slapped Chris Rock “to take attention away from Ukraine.”,X posts,"March 29, 2022",FALSE,FAKE,0
3673,Laura Schulte,Gas prices are high “due to the Democrats’ war on fossil fuels.”,Ron Johnson,"March 29, 2022",barely-true,REAL,1
3674,Ciara O'Rourke,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",Viral image,"March 28, 2022",FALSE,FAKE,0
3675,Samantha Putterman,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,Facebook posts,"March 28, 2022",half-true,REAL,1
3676,Bill McCarthy,A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon.,YouTube videos,"March 28, 2022",FALSE,FAKE,0
3677,Jon Greenberg,"“If you look at windmills” and the greenhouse gas emissions from building to retiring them, “the overall return is negative.”",Eli Bremer,"March 28, 2022",FALSE,FAKE,0
3678,Ciara O'Rourke,Republicans “nominated the 1st Black woman to the SCOTUS & she was BLOCKED & filibustered by… Joe Biden.”,Viral image,"March 28, 2022",FALSE,FAKE,0
3679,Ciara O'Rourke,A photo of President Joe Biden leaving for Europe that the White House tweeted wasn’t actually taken on March 23.,Viral image,"March 25, 2022",FALSE,FAKE,0
3680,Tom Kertscher,"Ketanji Brown Jackson has ""a weak record — defund police, abolish ICE and now a completely open border policy.""",Mick McGuire,"March 25, 2022",pants-fire,REAL,1
3681,Bill McCarthy,Ketanji Brown Jackson “says she gave pedophiles lighter sentences (because) it’s different when they use computers vs mail to get volumes of child porn. This makes ‘total sense’ according to Jackson.”,Jack Posobiec,"March 25, 2022",FALSE,FAKE,0
3682,Ciara O'Rourke,“Hunter Biden has been arrested!”,Facebook posts,"March 25, 2022",pants-fire,REAL,1
3683,Ciara O'Rourke,John F. Kennedy Jr. is alive and the author of anonymous QAnon messages.,Viral image,"March 25, 2022",pants-fire,REAL,1
3684,Yacob Reyes,“The Simpsons” predicted Russia’s invasion of Ukraine.,Viral image,"March 25, 2022",FALSE,FAKE,0
3685,Yacob Reyes,“Judge Jackson doesn’t think perverts should have to register (as sex offenders). She says it ‘stigmatizes’ THEM.”,Lars Larson,"March 25, 2022",barely-true,REAL,1
3686,Samantha Putterman,Ukrainian President Volodymyr Zelenskyy wore a Nazi cross symbol.,Facebook posts,"March 25, 2022",FALSE,FAKE,0
3687,Madeline Heim,"Says Gov. Tony Evers gave $2.4 million in COVID relief money to Planned Parenthood affiliates throughout Wisconsin “to bail them out and fund abortions.""",Rebecca Kleefisch,"March 25, 2022",barely-true,REAL,1
3688,Ciara O'Rourke,CNN tweeted a picture of a Serbian resort and said it was in Ukraine.,Viral image,"March 25, 2022",FALSE,FAKE,0
3689,Madison Czopek,Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as “war criminals in a legal filing.”,John Cornyn,"March 24, 2022",half-true,REAL,1
3690,Jeff Cercone,"""Documents were published confirming Moderna created the COVID-19 Virus.”",Bloggers,"March 24, 2022",FALSE,FAKE,0
3691,Samantha Putterman,Photo shows a Home Depot worksheet on “privilege” used to train its employees.,Facebook posts,"March 24, 2022",half-true,REAL,1
3692,Ciara O'Rourke,A man was arrested “for wearing a T-shirt that says ‘We The People’ and has a picture of the ‘Statue of Liberty.’”,Facebook posts,"March 24, 2022",FALSE,FAKE,0
3693,Ciara O'Rourke,News networks covered Brett Kavanaugh’s confirmation hearing live but not Ketanji Brown Jackson’s hearing.,Facebook posts,"March 24, 2022",FALSE,FAKE,0
3694,Ciara O'Rourke,“There was a raid on the Biden residence yesterday by the military!”,Facebook posts,"March 24, 2022",FALSE,FAKE,0
3695,Bill McCarthy,"Virginia Tech swimmer Reka Gyorgy tweeted, “My finals spot was stolen by Lia Thomas, who is a biological male.”",X posts,"March 24, 2022",FALSE,FAKE,0
3696,Jon Greenberg,"Judge Ketanji Brown Jackson “gave child porn offenders sentences below the guidelines and below what the prosecutors were requesting,” showing she is “soft on child pornography offenders.”",Josh Hawley,"March 24, 2022",barely-true,REAL,1
3697,Ciara O'Rourke,Joe Biden’s announcement that the Justice Department will name a chief prosecutor for pandemic fraud means “the government is going to investigate itself.”,Viral image,"March 23, 2022",FALSE,FAKE,0
3698,Vivian Lam,"The drug labels for the Pfizer COVID-19 vaccine “were blank when they should have contained all these diseases and adverse events"" listed in a confidential report.",Bloggers,"March 23, 2022",FALSE,FAKE,0
3699,Samantha Putterman,Video shows the final moments aboard China Eastern Airlines flight 5735 before it crashed.,X posts,"March 23, 2022",FALSE,FAKE,0
3700,Jeff Cercone,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,Facebook posts,"March 23, 2022",FALSE,FAKE,0
3701,Tom Kertscher,"Mo Brooks ""voted to cut off funding to destroy ISIS terrorists in the middle of the fight.""",Alabama's Future,"March 22, 2022",barely-true,REAL,1
3702,Tom Kertscher,"Ketanji Brown Jackson ""gave a lecture talking about critical race theory as one of the components to consider when you are making decisions on the bench.""",Marsha Blackburn,"March 22, 2022",FALSE,FAKE,0
3703,Amy Sherman,"At the start of the COVID-19 pandemic, Judge Ketanji Brown Jackson advocated that “each and every criminal defendant in D.C. Corrections custody should be released.”",Marsha Blackburn,"March 22, 2022",barely-true,REAL,1
3704,Bill McCarthy,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",Pearson Sharp,"March 22, 2022",pants-fire,REAL,1
3705,Samantha Putterman,"Biden ""wants to buy lithium from China for electric cars.""",Facebook posts,"March 22, 2022",FALSE,FAKE,0
3706,Madeline Heim,“Gov. Tony Evers brought Republicans and Democrats together to cut income taxes for the middle class.”,Wisconsin Initiative,"March 22, 2022",half-true,REAL,1
3707,Madison Czopek,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",Facebook posts,"March 22, 2022",pants-fire,REAL,1
3708,Madison Czopek,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",Facebook posts,"March 22, 2022",pants-fire,REAL,1
3709,Ciara O'Rourke,“Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.”,Facebook posts,"March 22, 2022",FALSE,FAKE,0
3710,Yacob Reyes,Photos show “Ukrainian farmers are slowly starting to build their own army.”,Facebook posts,"March 21, 2022",FALSE,FAKE,0
3711,Ciara O'Rourke,Russian President Vladimir Putin “was assassinated.”,Bloggers,"March 21, 2022",pants-fire,REAL,1
3712,Luiz Romero,“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,Facebook posts,"March 18, 2022",FALSE,FAKE,0
3713,Bill McCarthy,"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies.""",Facebook posts,"March 18, 2022",FALSE,FAKE,0
3714,Bill McCarthy,"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",Tulsi Gabbard,"March 18, 2022",pants-fire,REAL,1
3715,D.L. Davis,"Says Ron Johnson ""is supporting the Republican plan that phases out Social Security and Medicare.""",Alex Lasry,"March 18, 2022",barely-true,REAL,1
3716,Yacob Reyes,"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",Facebook posts,"March 18, 2022",FALSE,FAKE,0
